day,time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
50,4320000,,186,,,,,134,,,,2,40,,,7,27,,,,,,,,,,12,,15367,62300,,,24,,4100315,7005,,,14,2744,19635,5454,,2133,2116,299,1852,,,,,,,,9,21,,13,10,,,30612,,,,,130400,130381,492,,,,21,220246,,13,,,,,,,63,,,,,26684,2328,10043,5605,127,64,13609,8419,9576,40,16586,11740,,,2614,,28,9,681,1,,3,,,,,,,,,228,,33,,,,,7,35,16,82,124,14,167,2152,20073,4937,1503,4074,414,563,,,,,,,,,,39902,133044,532,5,701804,52,,,,336,121,14,,,912582,609315,5,2053,85739,29584,2,3,15,30,509,17,165,4,83,,,,3,47,,,,19928,,,,,,,1119,,,,5934,20,,,,15
50,4320060,,186,,,,,140,,,,2,40,3,,10,7,,,,,,,,,,7,,13505,59216,,,23,,3922983,5463,,,7,345,19192,8149,,2343,2331,290,2,,,,,,,,3,13,,8,6,,,17931,,,,,129965,129964,488,,,,42,127690,,14,,,,,,,50,,,,,26651,2202,10125,5465,104,62,13498,8493,9544,39,16527,11715,,,1871,,46,,841,12,,2,,,,,,,,,228,,40,,,,,4,28,19,80,126,2,28,2986,19508,4778,1454,3919,477,489,,,,,,,,,,17307,104939,82,1,690551,30,,,,69,42,9,,,878181,585361,5,2042,85620,29812,1,3,15,30,482,7,48,3,90,,,,4,44,,,,7919,,,,,,,1141,,,,5831,27,,,,24
50,4320120,,193,,,,,156,,,,3,47,1,,13,6,,,,,,,,,,5,,13172,58709,,,32,,3872778,5516,,,3,180,18461,5824,,2355,2337,324,24,,,,,,,,3,21,,13,10,,,11702,,,,,129645,129658,445,,,,23,112452,,15,,,,,,,47,,,,,25745,2348,9962,5455,151,72,13222,8336,9446,23,16226,11366,,,1166,,25,,579,1,,5,,,,,,,,,223,,32,,,,,8,41,17,96,103,5,39,2099,20887,4531,1497,3722,383,398,,,,,,,,,,1052,89745,41,,678478,10,,,,65,28,7,,,838500,559692,8,1926,85321,29440,13,13,15,30,481,8,22,27,82,,,,4,27,,,,1099,,,,,,,1160,,,,5517,14,,,,15
50,4320180,,198,,,,,198,,,,2,45,,,6,17,,,,,,,,,,6,,13156,57347,,,39,,3843051,5414,,,8,59,18885,6140,,2238,2231,267,,,,,,,,,4,13,,8,6,,,11495,,,,,129730,129721,457,,,,17,107216,,9,,,,,,,46,,,,,25046,2252,9738,5243,121,64,12907,8012,9126,51,15853,11124,,,827,,37,,523,1,,5,,,,,,,,,229,,42,,,,,4,19,13,82,80,,41,2326,20009,4316,1373,3427,329,345,,,,,,,,,,741,88597,23,1,670688,17,,,,39,39,10,,,830111,552333,8,1911,85223,29337,6,9,15,30,479,17,141,4,84,,,,,36,,,,1083,,,,,,,1059,,,,5419,23,,,,17
50,4320240,,190,,,,,188,,,,2,97,,,13,19,,,,,,,,,,6,,13096,57308,,,46,,3822293,5415,,,6,64,18162,4930,,2169,2150,313,24,,,,,,,,5,21,,13,10,,,11858,,,,,129588,129591,548,,,,17,105434,,3,,,,,,,56,,,,,24889,2263,9608,5306,189,70,12842,8071,9146,26,15763,11023,,,962,,29,2,582,3,,12,,,,,,,,,230,,46,,,,,5,21,9,78,92,8,38,1924,19325,4207,1280,3396,327,356,,,,,,,,,,786,87746,19,2,661232,16,,,,81,42,8,,,831441,554435,8,1915,85013,29208,4,5,15,30,479,7,64,3,83,,,,2,25,,,,1115,,,,,,,1026,,,,5284,12,,,,19
50,4320300,,187,,,,,159,,,,4,77,,,4,34,,,,,,,,,,10,,13193,57019,,,63,,3805924,5258,,,12,38,18222,5665,,2206,2184,310,24,,,,,,,,3,13,,8,6,,,12622,,,,,129859,129857,432,,,,23,105780,,6,,,,,,,55,,,,,25241,2204,9622,5222,205,56,12710,8094,9166,14,15486,10944,,,633,,41,12,475,3,,6,,,,,,,,,223,,60,,,,,5,23,9,93,106,7,42,2104,19371,3701,1152,3048,277,296,,,,,,,,,,1306,88070,142,1,650810,16,,,,59,44,12,,,825718,550719,10,1945,85446,29407,5,2,15,30,511,7,153,3,82,,,,1,47,,,,1033,,,,,,,1131,,,,5199,22,,,,14
50,4320360,,184,,,,,191,,,,2,55,1,,7,19,,,,,,,,,,6,,12794,56984,,,39,,3785621,5578,,,13,39,18830,5371,,2347,2346,492,,,,,,,,,4,21,,13,10,,,11992,,,,,129699,129696,516,,,,19,102490,,12,,,,,,,48,,,,,24770,2091,9603,5214,123,58,12849,8079,9115,45,15724,10974,,,773,,38,12,511,5,,6,,,,,,,,,223,,59,,,,,1,12,,74,72,2,29,2059,18803,3593,1182,2924,287,297,,,,,,,,,,640,86442,20,,646344,18,,,,33,43,16,,,815220,543053,7,1957,85160,29219,2,3,15,30,482,17,58,4,90,,,,1,32,,,,950,,,,,,,1357,,,,5014,16,,,,14
50,4320420,,180,,,,,217,,,,1,59,,,4,16,,,,,,,,,,5,,12544,56904,,,28,,3775198,5496,,,7,30,18302,4852,,2403,2382,277,25,,,,,,,,2,13,,8,6,,,12312,,,,,129843,129840,408,,,,13,101467,,10,,,,,,,47,,,,,24457,2191,9579,5144,127,72,12391,7842,8878,33,15180,10663,,,733,,23,26,567,5,,15,,,,,,,,,217,,26,,,,,6,30,5,91,55,1,30,1865,19642,3529,1115,2813,292,310,,,,,,,,,,1393,86762,15,,647702,29,,,,43,25,6,,,812977,542469,3,1931,85620,29264,1,2,15,30,479,8,183,4,83,,,,2,39,,,,953,,,,,,,1082,,,,4974,14,,,,18
50,4320480,,174,,,,,135,,,,2,51,,,6,,,,,,,,,,,,,12658,56827,,,34,,3761132,5382,,,13,24,18500,4738,,2369,2356,220,,,,,,,,,1,21,,13,10,,,12561,,,,,129889,129890,439,,,,16,101242,,8,,,,,,,54,,,,,24507,2187,9399,5018,120,50,12621,7676,8759,49,15431,10778,,,696,,49,9,536,1,,8,,,,,,,,,220,,37,,,,,1,18,12,66,123,3,33,1828,19400,3418,1090,2762,298,314,,,,,,,,,,2623,86629,7,1,642954,34,,,,35,30,34,,,806535,537586,4,1851,85606,29270,3,2,15,30,481,7,78,3,82,,,,1,48,,,,1106,,,,,,,992,,,,5003,14,,,,21
50,4320540,,177,,,,,160,,,,3,42,,,6,,,,,,,,,,,3,,12402,55954,,,46,,3743344,5417,,,2,29,18184,4670,,2396,2385,336,24,,,,,,,,2,13,,8,6,,,12361,,,,,129760,129776,495,,,,20,100940,,9,,,,,,,56,,,,,24075,2250,9424,5024,193,54,12388,7845,8860,30,15224,10676,,,1268,,29,15,487,2,,10,,,,,,,,,242,,32,,,,,7,16,8,75,67,15,27,1766,19744,3330,1031,2672,302,313,,,,,,,,,,1064,85155,10,2,636061,17,,,,33,38,5,,,805347,536605,6,1819,85511,29092,6,4,15,30,479,17,129,4,83,,,,,30,,,,1013,,,,,,,1078,,,,4998,9,,,,9
